"global_category","indicator_name","value","count"
"","Supply-side efficiency: Power generation efficiency improvement: Cogeneration plants","No Sectoral Measure Specified",193
"","Supply-side efficiency: Power generation efficiency improvement: Cogeneration plants","Sectoral Measure Specified",4
