"global_category","indicator_name","value","count"
"Sectoral Information","Sectoral plans on","Introduce and scale up the technologies and methodologies for sustainable forest management including agroforestry<br>To scale up agroforestry and sustainable forest management",2
"Sectoral Information","Sectoral plans on","Introduce methane recovery and destruction technologies from industrial waste",2
"Sectoral Information","Sectoral plans on","Introducing fuel cell and electric vehicles; Improving efficiency and emissions from existing vehicles through standards and capacity building",2
"Sectoral Information","Sectoral plans on","Introducing new, more efficient and cleaner technologies in thermal power generation.",2
"Sectoral Information","Sectoral plans on","Introduction of energy efficiency and conservation process technology; |Introduction of technology which uses CO2 as a feedstock",2
"Sectoral Information","Sectoral plans on","Introduction of high-efficient pulp production technology using old paper and high-temperature and pressure recovery boilers",2
"Sectoral Information","Sectoral plans on","Introduction of improved stoves and production of Ylang Ylang essential oil",2
"Sectoral Information","Sectoral plans on","Introduction of innovative cement production process; |Introduction of conventional energy efficiency and conservation technologies",2
"Sectoral Information","Sectoral plans on","Introduction of low-consumption bulbs",2
"Sectoral Information","Sectoral plans on","Introduction of refrigerant control technology (F-gases)",2
"Sectoral Information","Sectoral plans on","Introduction of refrigerant control technology (F-gases); |Measures to control overall emissions of fluorinated gases",2
"Sectoral Information","Sectoral plans on","Land transport",2
"Sectoral Information","Sectoral plans on","Land use/change for agriculture",2
"Sectoral Information","Sectoral plans on","Landfill biogas",2
"Sectoral Information","Sectoral plans on","Landfill gas recovery; encouraging private sector and community involvement",2
"Sectoral Information","Sectoral plans on","Limiting deforestation/ degradation of agricultural production, livestock and fisheries | use of high yielding improved seeds | Develop high-yield species, short- cycle and fast rotations | Develop an efficient mechanization of agriculture and improve processing and packaging infrastructure to extend the value chain- Limit Rice methane emissions by minimizing floodings | Promoting practices to improve agricultural production capacity and enhance community resources | Promote the integration of crop-livestock, agroforestry and conservation particularly in community and private plantations | Improve the livelihoods of rural producers and their connection to markets through improved access to inputs, equipment and appropriate financing",2
"Sectoral Information","Sectoral plans on","Livestock breeding research and manure management practices",2
"Sectoral Information","Sectoral plans on","LNG",2
"Sectoral Information","Sectoral plans on","LNG infrastructure",2
"Sectoral Information","Sectoral plans on","Low carbon and efficient transportation systems",2
"Sectoral Information","Sectoral plans on","low energy light bulbs and energy saving equipment",2
"Sectoral Information","Sectoral plans on","Low global warming potential refrigerants",2
"Sectoral Information","Sectoral plans on","Lower emissions from agricultural land | Scale up rice cultivation using alternate wetting and drying irrigation",2
"Sectoral Information","Sectoral plans on","LPG in households to replace gasoline in cars",2
"Sectoral Information","Sectoral plans on","main mitigation opportunity",2
"Sectoral Information","Sectoral plans on","Main mitigation opportunity",2
"Sectoral Information","Sectoral plans on","Main mitigation opportunity (need financial support)",2
"Sectoral Information","Sectoral plans on","Mainstream climate change into existing transport management plan to strengthen emission control; Improve the quality and reliability of transport infrastructure and services",2
"Sectoral Information","Sectoral plans on","Manage energy efficiency from the design stage to the operation stage by means such as establishing the Green Building Standards Code and a system for the Performance Evaluation of Eco-friendly Homes.",2
"Sectoral Information","Sectoral plans on","Manage forests sustainably; Limit wood-energy consumption",2
"Sectoral Information","Sectoral plans on","Management of wastewater and solid waste including recycling and composting",2
"Sectoral Information","Sectoral plans on","Manure management; nitrification inhibitors, less use of histosols (peat soils)",2
"Sectoral Information","Sectoral plans on","Mass Rapid Transport Systems",2
"Sectoral Information","Sectoral plans on","Mass spread of improved cook stoves",2
"Sectoral Information","Sectoral plans on","Mass transport in Windhoek, car and freight pooling",2
"Sectoral Information","Sectoral plans on","Maximising the use of renewable energy sources to lower GHG emission and ensuring energy security",2
"Sectoral Information","Sectoral plans on","Measures to intensify rice production",2
"Sectoral Information","Sectoral plans on","Methane recovery from landfills",2
"Sectoral Information","Sectoral plans on","metro",2
"Sectoral Information","Sectoral plans on","Mitigation measures for N2O include reduced fertilizer application; optimal timing of fertilizer application",2
"Sectoral Information","Sectoral plans on","mix of utility and independent power producers",2
"Sectoral Information","Sectoral plans on","Modal Transfer",2
"Sectoral Information","Sectoral plans on","Modern lighting system",2
"Sectoral Information","Sectoral plans on","Modernization and technical upgrading of industry;",2
"Sectoral Information","Sectoral plans on","Modernization of grid",2
"Sectoral Information","Sectoral plans on","Modernize Gas pipelines",2
"Sectoral Information","Sectoral plans on","Modernize nurseries with the object of scientification, industrializing, intensifying, automatizing, mechanizing the production of young trees<br>Introduce advanced technologies for afforestation and reforestation<br>Reinforce afforestation activities of the Youth‚Äôs Forest and Children‚Äôs Union Forest",2
"Sectoral Information","Sectoral plans on","More efficient kilns for charcoal making",2
"Sectoral Information","Sectoral plans on","Move towards a circular economy | project development",2
"Sectoral Information","Sectoral plans on","Moving freight to rail",2
"Sectoral Information","Sectoral plans on","Moving freight to rail; shift from air to high speed rail",2
"Sectoral Information","Sectoral plans on","Multi-cycle power stations",2
"Sectoral Information","Sectoral plans on","municipal solid wastes into fertilisers",2
"Sectoral Information","Sectoral plans on","National Energy Productivity Plan",2
"Sectoral Information","Sectoral plans on","National herd and manure management",2
"Sectoral Information","Sectoral plans on","National REDD+ Strategy",2
"Sectoral Information","Sectoral plans on","Natural gas power plants",2
"Sectoral Information","Sectoral plans on","new oil refineries",2
"Sectoral Information","Sectoral plans on","Off-grid",2
"Sectoral Information","Sectoral plans on","Organic farming and conservation agriculture; Development and promotion of sustainable agricultural practices; eco-friendly farm designs; Agro-forestry or agro-silvo pastoral systems for fodder production",2
"Sectoral Information","Sectoral plans on","Phasing out resistive heaters",2
"Sectoral Information","Sectoral plans on","Plan through multiple means including, potential RE technology, finance and fiscal measures",2
"Sectoral Information","Sectoral plans on","Planning to develop a solar electrification of remote villages plan with an aim to improve access to energy in rural areas without use of fossil fuels",2
"Sectoral Information","Sectoral plans on","Plans to build the world‘s largest carbon capture and use plant",2
"Sectoral Information","Sectoral plans on","Plantation in the island areas of Bangladesh",2
"Sectoral Information","Sectoral plans on","Potential: 22 TWh/annum",2
"Sectoral Information","Sectoral plans on","power generation efficiency improvement of coal power plants",2
"Sectoral Information","Sectoral plans on","Power generation from methane of five coal pits",2
"Sectoral Information","Sectoral plans on","Power generation from wastewater",2
"Sectoral Information","Sectoral plans on","Prepare waste management plans<br>Building capacity for waste management and introduce technologies for the advanced waste management<br>Introduce methane recovery and destruction technologies from industrial waste",2
"Sectoral Information","Sectoral plans on","Preparing long-term sustainable land management plans coupled with performance-based subsidies",2
"Sectoral Information","Sectoral plans on","Preservation of the quality and fertility of soils",2
"Sectoral Information","Sectoral plans on","Prevention of gas leakages",2
"Sectoral Information","Sectoral plans on","Primary focus on agricultural products and with linkages to private sector engagement in different industries",2
"Sectoral Information","Sectoral plans on","Priority sector: Climate proof infrastructure, Equitable social development",2
"Sectoral Information","Sectoral plans on","Produce and popularise energy-efficient stoves using wood, charcoal and gas among all of the country‘s social strata",2
"Sectoral Information","Sectoral plans on","Produce and popularise energy-efficient stoves using wood, charcoal and gas among all of the country‘s social strata; Sustainable management of traditional energy sources (firewood and charcoal)",2
"Sectoral Information","Sectoral plans on","production processes",2
"Sectoral Information","Sectoral plans on","Programme for the reduction of short-lived climate pollutants (multi sectoral)",2
"Sectoral Information","Sectoral plans on","Programme: Mitigation of greenhouse gas emissions and low carbon developments.|Programme: Promotion of research & development and technology transfers.",2
"Sectoral Information","Sectoral plans on","Project development of public transport services",2
"Sectoral Information","Sectoral plans on","Project development; Consistency of national planning and development of rural areas to develop agriculture and forestry | Agricultural development without expansion on resistant forest areas | Intensification of agricultural production, livestock and fishery respectful of the environment and to avoid deforestation | Promoting sustainable and integrated practices to improve agricultural production capacity and enhance community resources",2
"Sectoral Information","Sectoral plans on","Promote behavioral change in energy use",2
"Sectoral Information","Sectoral plans on","Promote clean mobility in the metropolitan area of -‹-‹San Salvador",2
"Sectoral Information","Sectoral plans on","Promote clean renewable energy generation",2
"Sectoral Information","Sectoral plans on","Promote clean rural households lighting",2
"Sectoral Information","Sectoral plans on","Promote climate smart agriculture to contribute towards achieving food and nutrition security",2
"Sectoral Information","Sectoral plans on","Promote climate smart livestock farming practices to contribute towards poverty alleviation and self sufficiency",2
"Sectoral Information","Sectoral plans on","Promote Conservation Agriculture",2
"Sectoral Information","Sectoral plans on","Promote Energy efficiencymeasures in mining industries",2
"Sectoral Information","Sectoral plans on","Promote energy efficient cities",2
"Sectoral Information","Sectoral plans on","Promote internal expertise and good practices for safeguarding the forest cover and fighting bush fires; Preparation of structuring programmes and mobilisation of adequate funding through public/private partnerships",2
"Sectoral Information","Sectoral plans on","Promote measures for greenhouse gas removals through the promotion of forest management",2
"Sectoral Information","Sectoral plans on","Promote renewable energies (thermal solar, photovoltaic, micro-hydraulic, wind, etc.)",2
"Sectoral Information","Sectoral plans on","Promote sustainable management of forest ecosystems, reforestation, decrease loss and degradation of native forests",2
"Sectoral Information","Sectoral plans on","Promote the development of ""smart mini-grids"" in rural areas",2
"Sectoral Information","Sectoral plans on","Promote the reduction and recycling of waste",2
"Sectoral Information","Sectoral plans on","Promote use of public transport by contruction of necessary infrastructure and and establishment of necessary regulations to control the transportation system.",2
"Sectoral Information","Sectoral plans on","Promoting co-generation activities",2
"Sectoral Information","Sectoral plans on","Promoting energy efficiency by end users",2
"Sectoral Information","Sectoral plans on","Promoting energy efficiency in the economy, notably in industry, transportation, buildings and appliances.",2
"Sectoral Information","Sectoral plans on","Promoting mass public transport",2
"Sectoral Information","Sectoral plans on","Promoting more efficient cookstoves",2
"Sectoral Information","Sectoral plans on","Promoting non-motorized transport",2
"Sectoral Information","Sectoral plans on","Promoting renewable energy generation and increasing the share of alternative fuels in overall fuel mix.",2
"Sectoral Information","Sectoral plans on","Promoting solar photovoltaic for pumping and electrification",2
"Sectoral Information","Sectoral plans on","Promoting use of appropriate intelligent transport systems; Exploring alternative modes of transport to road transport such as rail, water and gravity ropeways",2
"Sectoral Information","Sectoral plans on","Promoting use of renewable energy and adopting energy efficiency for garment factory, rice mills, and brick kilns",2
"Sectoral Information","Sectoral plans on","Promotion and wider solar uptake of solar energy systems",2
"Sectoral Information","Sectoral plans on","promotion of a development strategy for cycle routes",2
"Sectoral Information","Sectoral plans on","Promotion of Biogas and composting for reduction of agricultural emissions.",2
"Sectoral Information","Sectoral plans on","Promotion of biological agriculture and reduction of pollution from agricultural areas due to chemical fertilizers",2
"Sectoral Information","Sectoral plans on","Promotion of customary forestry practices like ""Tara Bandu"" and better management of forestry resources through natural regeneration.",2
"Sectoral Information","Sectoral plans on","Promotion of efficient domestic energy",2
"Sectoral Information","Sectoral plans on","Promotion of energy efficiency, enhanced management and expansion of the energy mix | Sensitization and awareness raising campaigns",2
"Sectoral Information","Sectoral plans on","Promotion of low-carbon transport modes",2
"Sectoral Information","Sectoral plans on","Promotion of LPG, improved stoves for households and industrial needs, substitution of timber to reduce deforestation and consumption of firewood",2
"Sectoral Information","Sectoral plans on","Promotion of new, clean technologies in the building sector",2
"Sectoral Information","Sectoral plans on","Promotion of next-generation automobiles",2
"Sectoral Information","Sectoral plans on","Promotion of revegetation",2
"Sectoral Information","Sectoral plans on","Promotion of rice production systems with very low water consumption and low GHG emissions (SRI: System of Rice Intensification).",2
"Sectoral Information","Sectoral plans on","Promotion of soil management leading to the increase of carbon stock in cropland",2
"Sectoral Information","Sectoral plans on","Promotion of urban forestry",2
"Sectoral Information","Sectoral plans on","Proposed World Bank project on energy generation from solar PV",2
"Sectoral Information","Sectoral plans on","Protect wetlands and waterlands with carbon sinks potential",2
"Sectoral Information","Sectoral plans on","Protection and conservation of protected areas",2
"Sectoral Information","Sectoral plans on","Pursue sustainable and clean hydropower development with support from CDM or other climate market mechanisms to reduce emissions by exporting surplus electricity",2
"Sectoral Information","Sectoral plans on","Pursuit of high efficiency in thermal power generation (USC, A-USC, IGCC, etc.).",2
"Sectoral Information","Sectoral plans on","railway connecting ports",2
"Sectoral Information","Sectoral plans on","Raise awareness and encourage energy audits in SMEs",2
"Sectoral Information","Sectoral plans on","Raise awareness and encourage energy audits in SMEs | Assess the potential of substitution or optimization (e.g. cogeneration or recovery)",2
"Sectoral Information","Sectoral plans on","Rangelands rehabilitation, Better spatial planning for community and production agriculture; Forest management: natural forests, fuelwood from forest and orchards",2
"Sectoral Information","Sectoral plans on","Rational and sustainable management of waste in urban areas",2
"Sectoral Information","Sectoral plans on","Reconstruction of distribution networks and transmission lines",2
"Sectoral Information","Sectoral plans on","Recycling/composing of biodegradable waste instead of landfill",2
"Sectoral Information","Sectoral plans on","REDD+ implementation",2
"Sectoral Information","Sectoral plans on","Reduce dependency on fossil fuels for cooking.<br>Reduce the average amount of fuel-wood used for cooking in private household by introducing fuel substitution",2
"Sectoral Information","Sectoral plans on","Reduce electric power consumption for irrigation water pumping by effective water resource management plans<br>Strengthen the national integrated electric power management system",2
"Sectoral Information","Sectoral plans on","Reduce gas flaring from oil industry",2
"Sectoral Information","Sectoral plans on","Reduce losses in the electrical distribution network",2
"Sectoral Information","Sectoral plans on","Reduce methane emissions from anaerobic decomposing of organic matter by composting and reduce waste generation by recycling",2
"Sectoral Information","Sectoral plans on","Reduce Methane Emissions from Landfill",2
"Sectoral Information","Sectoral plans on","Reduce overreliance on wood fuels using clean energy technologies",2
"Sectoral Information","Sectoral plans on","Reduce petroleum based emissions | reduce energy consumption for transport",2
"Sectoral Information","Sectoral plans on","Reduce rural peoples‘ dependence on fuel for cooking and heating",2
"Sectoral Information","Sectoral plans on","Reduce slash and burn practices by Introducing permanent agriculture with improved management practices and sustainable, climate-smart agricultural technologies and processes.",2
"Sectoral Information","Sectoral plans on","Reduce the average amount of fuel-wood used for cooking in private household by supporting the use of energy-efficient cookstoves.<br>Promote industrial stoves (eg, for bakeries, restaurants) and Institutional stoves (eg, for schools)",2
"Sectoral Information","Sectoral plans on","Reduce the use of hydrochlorofluorocarbons (HCFCs), mainly in refrigeration, air conditioning and polyurethane foams",2
"Sectoral Information","Sectoral plans on","Reduce use of coal | transfer palm oil plantations | develop the transformation of wood | improve forestry sector through the building of training schools and observation centers",2
"Sectoral Information","Sectoral plans on","Reducing dependency on imported fuel.",2
"Sectoral Information","Sectoral plans on","Reducing synthetic fertilizer application",2
"Sectoral Information","Sectoral plans on","Reducing unspecified treatment of MSW by increasing the amount of MSW brought to the landfill will increase GHG emission from 5WDS<br>Reducing open burning through composting and applying 3R will significantly decrease GHG emissions from open burning.<br>Improve technology of old Incinerators (for clinical waste from the hospital)",2
"Sectoral Information","Sectoral plans on","Reduction in the demand for wood energy",2
"Sectoral Information","Sectoral plans on","Reduction of GHG emissions from deforestation and forest degradation | Improve governance of forested lands",2
"Sectoral Information","Sectoral plans on","Reduction of HCFC use in foam and refrigeration sector",2
"Sectoral Information","Sectoral plans on","Reduction of losses from the electric network",2
"Sectoral Information","Sectoral plans on","Reduction of solvent emissions into the atmosphere",2
"Sectoral Information","Sectoral plans on","Reforestation and protection of zones with fragile ecosystems (mountainsides, river banks).",2
"Sectoral Information","Sectoral plans on","Reforestation and rangeland rehabilitation",2
"Sectoral Information","Sectoral plans on","Regional interconnection",2
"Sectoral Information","Sectoral plans on","Regional nurseries and forest plantation using indigenous and introduced suitable tree species",2
"Sectoral Information","Sectoral plans on","Rehabilitate existing hydro-power plants and build new hydro-power plants to increase hydro-power production capacity",2
"Sectoral Information","Sectoral plans on","Renewable energy installations",2
"Sectoral Information","Sectoral plans on","Renewal of fleet",2
"Sectoral Information","Sectoral plans on","Renewal of the vehicle fleet",2
"Sectoral Information","Sectoral plans on","Replace diesel with cocnut oil | measures to enable 15% savings in energy sector",2
"Sectoral Information","Sectoral plans on","Replace inefficient technology",2
"Sectoral Information","Sectoral plans on","Replace the current energy demand with solar arrays, wind turbines and batteries; Battery replacements and other maintenance",2
"Sectoral Information","Sectoral plans on","Replacement with butane (40k toe)",2
"Sectoral Information","Sectoral plans on","Replacing diesel-powered water pumps with wind systems",2
"Sectoral Information","Sectoral plans on","Repowering steam turbine with CCGT",2
"Sectoral Information","Sectoral plans on","Require substantial investments on grid extension and energy storage capacity",2
"Sectoral Information","Sectoral plans on","Resolve grid stability issues",2
"Sectoral Information","Sectoral plans on","Restrict excessive use of the private transportation by the permitting system of car service by day of the week and a day’s interval",2
"Sectoral Information","Sectoral plans on","reutilization of forestry and animal wastes",2
"Sectoral Information","Sectoral plans on","Reviewing the Transport system",2
"Sectoral Information","Sectoral plans on","Revision of current national transport policy; Adoption and application of the measures within the national strategy",2
"Sectoral Information","Sectoral plans on","Rice farming techniques (SRI/SRA)",2
"Sectoral Information","Sectoral plans on","rice fields, farmland",2
"Sectoral Information","Sectoral plans on","Scalable power stations of 20-50MW",2
"Sectoral Information","Sectoral plans on","Scale up biomass production from sugar",2
"Sectoral Information","Sectoral plans on","scaling up of wind power generation",2
"Sectoral Information","Sectoral plans on","Semi-intensive systems of livestock management, livestock production insurance",2
"Sectoral Information","Sectoral plans on","SFM/REDD+ programme",2
"Sectoral Information","Sectoral plans on","Shift from air to high speed rail",2
"Sectoral Information","Sectoral plans on","Small and large hydro power plants",2
"Sectoral Information","Sectoral plans on","Soil carbon",2
"Sectoral Information","Sectoral plans on","Solar energy for water heating in the industry, residential and commercial sectors",2
"Sectoral Information","Sectoral plans on","Solar home systems, hydro (pico, mini and micro)",2
"Sectoral Information","Sectoral plans on","Solar homes systems<br>Solar Irrigation Pumps",2
"Sectoral Information","Sectoral plans on","Solar Mini grids<br>Solar Pico grids<br>Solar Nano Grids",2
"Sectoral Information","Sectoral plans on","Solar water heaters",2
"Sectoral Information","Sectoral plans on","Solar water heaters and solar PV",2
"Sectoral Information","Sectoral plans on","Solid waste management",2
"Sectoral Information","Sectoral plans on","Solid waste management; Improved landfill management; Methane recovery from landfill",2
"Sectoral Information","Sectoral plans on","Spatial planning for efficient transport policies",2
"Sectoral Information","Sectoral plans on","Stand-alone bio-energy solutions",2
"Sectoral Information","Sectoral plans on","Stop using charcoal",2
"Sectoral Information","Sectoral plans on","Strategic aims include facilitating the use of water (and hence energy) efficient agricultural methods, improved food storage systems, and diversifying food production techniques including the expansion of agroforestry and aquaculture.",2
"Sectoral Information","Sectoral plans on","Streghthen system of nationally protected areas",2
"Sectoral Information","Sectoral plans on","Strengthen activities for energy conservation such as the May and October Electricity Saving Months",2
"Sectoral Information","Sectoral plans on","Strengthen implementation and coordination mechanisms to improve climate change mitigation actions",2
"Sectoral Information","Sectoral plans on","Strengthen partnerships and collaborations to improve soil productivity, implementation of agricultural innovations | Restore organic soils and promote research on the management of natural resources",2
"Sectoral Information","Sectoral plans on","Strengthen the sustainable management",2
"Sectoral Information","Sectoral plans on","Strengthening and promoting interconnection with Central African Power Poll (CAPP) and West Africa Power Pool (WAPP) | Interconnect 3 networks (North, South and East) of Cameroon to optimize the transmission and distribution and reduce losses",2
"Sectoral Information","Sectoral plans on","Strengthening of Integrated Soil Fertility Management (ISFM)",2
"Sectoral Information","Sectoral plans on","Substitution of biofuels for hydrocarbons",2
"Sectoral Information","Sectoral plans on","Super critical pressure coal combustion technology",2
"Sectoral Information","Sectoral plans on","Support the dissemination of technologies and practices that are energy efficient or use alternatives to wood-energy and charcoal (SE4ALL and Biodiversity Strategy)",2
"Sectoral Information","Sectoral plans on","Support the replacement of biomass with LPG for cooking purposes",2
"Sectoral Information","Sectoral plans on","Support the state and local authorities in the development of public transit and intercity low-carbon development plans (e.g. tramway Yaounde and Douala)",2
"Sectoral Information","Sectoral plans on","Sustainable energy alternatives of curing tobacco",2
"Sectoral Information","Sectoral plans on","Sustainable energy security (priority sector)",2
"Sectoral Information","Sectoral plans on","Sustainable firewood use; Programs to end illegal logging; Programs to control forest fires",2
"Sectoral Information","Sectoral plans on","Sustainable forest management (priority sector)",2
"Sectoral Information","Sectoral plans on","Sustainable forest management and conservation of biodiversity to ensure sustained environmental services",2
"Sectoral Information","Sectoral plans on","Sustainable forest management and land degradation neutrality.",2
"Sectoral Information","Sectoral plans on","Sustainable integrated waste management",2
"Sectoral Information","Sectoral plans on","Sustainable management and recovery of waste",2
"Sectoral Information","Sectoral plans on","Sustainable management of community forests",2
"Sectoral Information","Sectoral plans on","Sustainable management of forests in order to reduce GHG emissions due to deforestation",2
"Sectoral Information","Sectoral plans on","Sustainable management of replanted areas",2
"Sectoral Information","Sectoral plans on","Sustainable management of wood energy | improved stoves, promotion of biogas",2
"Sectoral Information","Sectoral plans on","Sustainable management system",2
"Sectoral Information","Sectoral plans on","Sustainable mass transportation (priority sector)",2
"Sectoral Information","Sectoral plans on","Sustainable production of charcoal a reduce dependence on firewood",2
"Sectoral Information","Sectoral plans on","Sustainable tourism",2
"Sectoral Information","Sectoral plans on","Sustainable waste management",2
"Sectoral Information","Sectoral plans on","Switch to efficient power generation for new generation capacities",2
"Sectoral Information","Sectoral plans on","Systemic energy rehabilitation of existing buildings, focus on public sector;",2
"Sectoral Information","Sectoral plans on","targeted sector",2
"Sectoral Information","Sectoral plans on","The provision of short-term support for the purchase of solar water heaters; expand the use of solar cooling in commercial and industrial facilities",2
"Sectoral Information","Sectoral plans on","Thermal insulation of buildings between 2021 and 2030",2
"Sectoral Information","Sectoral plans on","To building centralized compositing facilities to collect and treat municipal solid waste<br>To build biogas plants treating municipal solid waste",2
"Sectoral Information","Sectoral plans on","To introduce the Bus Rapid Transit systems in large cities",2
"Sectoral Information","Sectoral plans on","To replace coal use for hot water with solar hot water system at households",2
"Sectoral Information","Sectoral plans on","To replace conventional wood stoves for cooking with efficient wood stoves at rural households<br>To replace conventional coal stoves for cooking with efficient electric cookers at the households<br>To replace tunnel brick kilns with vertical shaft brick kilns",2
"Sectoral Information","Sectoral plans on","To use biogas from livestock manure and domestic sewage instead of coal or firewood for cooking<br>To build the rice husk cogeneration plants<br>To build biogas plants treating municipal solid waste",2
"Sectoral Information","Sectoral plans on","Train and organize the entire value chain for a  low-consumption  construction/renovation",2
"Sectoral Information","Sectoral plans on","Transition towards mixed use, compact, and polycentric cities",2
"Sectoral Information","Sectoral plans on","Transport shift from car to bus; increasing use of CNG",2
"Sectoral Information","Sectoral plans on","Upgrade of the rail system",2
"Sectoral Information","Sectoral plans on","Upgrade technologies in thermal power stations",2
"Sectoral Information","Sectoral plans on","Upgrading roads",2
"Sectoral Information","Sectoral plans on","Upgrading technology and cement plant construction",2
"Sectoral Information","Sectoral plans on","Upscaling of good sustainable land management practices",2
"Sectoral Information","Sectoral plans on","Uptake of renewable energy sources (Solar, Wind, Hydro, Biomass) particularly in the rural areas of Sierra Leone",2
"Sectoral Information","Sectoral plans on","Urban development/cities (urban structure framework plan)",2
"Sectoral Information","Sectoral plans on","Urban forestry.",2
"Sectoral Information","Sectoral plans on","Urban transit with low GHG emissions",2
"Sectoral Information","Sectoral plans on","Urban waste management, utilization of Landfill Gas (LFG)",2
"Sectoral Information","Sectoral plans on","Use biofuel from waste cooking oil",2
"Sectoral Information","Sectoral plans on","Use of biodigesters",2
"Sectoral Information","Sectoral plans on","Use of biogas; the conservation and replacement of wood energy",2
"Sectoral Information","Sectoral plans on","Use of control and measurement devices",2
"Sectoral Information","Sectoral plans on","Use of electric vehicles",2
"Sectoral Information","Sectoral plans on","Use of natural gas rather than liquid fuels",2
"Sectoral Information","Sectoral plans on","Use of renewable energy for irrigation",2
"Sectoral Information","Sectoral plans on","Use of water filters",2
"Sectoral Information","Sectoral plans on","Use the use country‘s high potential for solar and wind energy to meet energy demand",2
"Sectoral Information","Sectoral plans on","Use+EH602:ES602 of zero discharge technologies for rivers and streams and/or application of good practices of effluent treatment and/or recovery of nutrients and minimization of methane emissions in at least 75% of dairy farms. Use of zero discharge technologies for rivers and streams and/or application of good practices of effluent treatment and/or recovery of nutrients and minimization of methane emissions in at least 75% of dairy farms.",2
"Sectoral Information","Sectoral plans on","Vehicle inspection",2
"Sectoral Information","Sectoral plans on","Waste biomass-based thermal energy generation, Promote landfill gas capture and power generation",2
"Sectoral Information","Sectoral plans on","Waste Management Strategy",2
"Sectoral Information","Sectoral plans on","Waste Management, recycling and gas recovery",2
"Sectoral Information","Sectoral plans on","Waste valorization; Composting organic waste and green waste;",2
"Sectoral Information","Sectoral plans on","Waste water reduction practices in different sectors",2
"Sectoral Information","Sectoral plans on","Wastewater recycling; Decentralized wastewater treatment",2
"Sectoral Information","Sectoral plans on","Wildfire management in the transition and savannah dry lands in Ghana (co-benefit: Reduce emissions of short-lived climate pollutants)",2
"Sectoral Information","Sectoral plans on","World Bank‘s Forest Carbon Partnership Facility (FCPF)",2
"Sectoral Information","Sectoral plans on","""A comprehensive action plan to improve the energy efficiency of the Russian economy, approved by order of the Government of the Russian Federation of April 19, 2018 No. 703-r.""",1
"Sectoral Information","Sectoral plans on","""By 2025, formulate guidelines and establish mechanisms to monitor emissions from large industries.""",1
"Sectoral Information","Sectoral plans on","""By 2030, adopt low emission technologies in brick and cement industries to reduce coal consumption and air pollution, including through the development and/or enactment of emission standards.""",1
"Sectoral Information","Sectoral plans on","""By 2030, create an enabling environment for both public and private sector to treat industrial and municipal waste, including faecal sludge.""",1
"Sectoral Information","Sectoral plans on","""By 2030, increase the reliable supply of clean energy, ensuring access to all.""<br>""Increase the quantity (kWh), quality, reliability, and affordability of electricity access from renewable sources.""",1
"Sectoral Information","Sectoral plans on","""Decarbonize the energy sector, including by cutting energy waste""",1
"Sectoral Information","Sectoral plans on","""Decrease in consumption of fossil fuels, increase in energy efficiency and savings""",1
"Sectoral Information","Sectoral plans on","""Electrifying and driving efficiency in vehicles, buildings, and parts of industry""",1
"Sectoral Information","Sectoral plans on","""Enhanced land use planning; Promoting climate-friendly agriculture; Enhancement of timber legality; Promoting REDD+; Promoting downstream processing; Promoting the Painim Graun Planim Diwai initiative and planting 10 million trees initiative.""",1
"Sectoral Information","Sectoral plans on","""Ensure fair and equitable benefits (carbon and non-carbon) from sustainable forest management, watershed management, and biodiversityconservation among Local Communities, women and Indigenous People. """,1
"Sectoral Information","Sectoral plans on","""Focus on co-production of energy and organic fertilizer from solid waste, wastewater and faecal sludge.""",1
"Sectoral Information","Sectoral plans on","""Fossil fuel off-setting from the energy industries sub-sector through nature-based solutions""",1
"Sectoral Information","Sectoral plans on","""Georgia’s updated NDC supports the development of low carbon approaches in the building sector, including public and touristic buildings through encouraging the climate-goals oriented energy efficient technologies and services.""",1
"Sectoral Information","Sectoral plans on","""Georgia’s updated NDC supports the low carbon development approaches of the agriculture sector through encouraging the climate smart agriculture and agritourism.""",1
"Sectoral Information","Sectoral plans on","""Georgia’s updated NDC supports the low carbon development of the waste sector through encouraging the climate-friendly innovative technologies and services and through effective implementation of separation practice and principles of circular economy.""",1
"Sectoral Information","Sectoral plans on","""Reduce GHG in the swine sector, through the treatment of wastewater and use of biogas""",1
"Sectoral Information","Sectoral plans on","""Reducing electricity demand through energy efficiency""",1
"Sectoral Information","Sectoral plans on","""Shifting to carbon pollution-free electricity; scaling up new energy sources and carriers such as carbon-free hydrogen""",1
"Sectoral Information","Sectoral plans on","""The achievement of the first NDC assumed that geothermal electricity would be available for the 2025 target.""<br>""The existing feeder line network is believed to be able to incorporate a total of 15 MW of intermittent renewable energy. To meet the 2030 target, Grenada will require a rapid transition, involving energy conservation mechanisms and renewable energy deployment.""",1
"Sectoral Information","Sectoral plans on","""The commitment to implement a sustainable travel hierarchy, where people make travel choices that minimise the long term impacts on the climate and improve the lives of future generations by promoting health and wellbeing""",1
"Sectoral Information","Sectoral plans on","""The United States government will support research, development, demonstration, commercialization, and deployment of very low- and zero-carbon industrial processes and products.""",1
"Sectoral Information","Sectoral plans on","""These include emissions reductions of more than 60 million tonnes of CO2e over the coming decade, while also delivering significant economic, social and environmental co-benefits.""",1
"Sectoral Information","Sectoral plans on","""Use of renewable energy sources; Improved efficiency of energy production""",1
"Sectoral Information","Sectoral plans on","Absorb more Non-Conventional Renewable Energy (NCRE) to the system at least 50% by 2030.",1
