"global_category","indicator_name","value","count"
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Malta%20First/EU_NDC_Submission_December%202020.pdf"">EU Updated First NDC (Malta)</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Marshall%20Islands%20Second/RMI_UpdatedNDCreport_2020.pdf"">Updated Communication on the Marshall Islands Paris Agreement NDC</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Mexico%20First/NDC-Eng-Dec30.pdf"">Mexico First NDC (Updated submission)</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Monaco%20First/Monaco_NDC_2020.pdf"">Monaco First NDC (Updated submission) (French)</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Mongolia%20First/First%20Submission%20of%20Mongolia%27s%20NDC.pdf"">NDC registry</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Nepal%20Second/Second%20Nationally%20Determined%20Contribution%20(NDC)%20-%202020.pdf"">Nepal Second Nationally Determined Contribution</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Netherlands%20First/EU_NDC_Submission_December%202020.pdf"">EU Updated First NDC (Netherlands)</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/New%20Zealand%20First/NEW%20ZEALAND%20NDC%20update%2022%2004%202020.pdf"">NDC Registry</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Nicaragua%20First/Contribuciones_Nacionales_Determinadas_Nicaragua.pdf""> Nicargua First NDC (Updated submission)</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Norway%20First/Norway_updatedNDC_2020%20(Updated%20submission).pdf"">NDC registry</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Panama%20First/CDN1%20Actualizada%20Rep%C3%BAblica%20de%20Panam%C3%A1.pdf"">Panama First NDC (Updated submission) (Spanish)</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Papua%20New%20Guinea%20Second/PNG%20Second%20NDC.pdf"">Second NDC</a>; <a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Papua%20New%20Guinea%20Second/PNG%20Enhanced%20NDC%202020%20Summary.pdf"">Summary</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Peru%20First/Reporte%20de%20Actualizacio%CC%81n%20de%20las%20NDC%20del%20Peru%CC%81.pdf"">Peru Updated First NDC (Spainish)</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Philippines%20First/Philippines%20-%20NDC.pdf"">Philippines First NDC</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Poland%20First/EU_NDC_Submission_December%202020.pdf"">EU Updated First NDC (Poland)</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Portugal%20First/EU_NDC_Submission_December%202020.pdf"">EU Updated First NDC (Portugal)</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Republic%20of%20Korea%20First/201230_ROK's%20Update%20of%20its%20First%20NDC.pdf"">Republic of Korea First NDC (Updated submission)</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Republic%20of%20Moldova%20Second/MD_Updated_NDC_final_version_EN.pdf"">NDC registry</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Romania%20First/EU_NDC_Submission_December%202020.pdf"">EU Updated First NDC (Romania)</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Russia%20First/NDC_RF_eng.pdf"">Russia First NDC</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Rwanda%20First/Rwanda%20Updated%20NDC%20May%20_2020_Final.pdf"">NDC registry</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Saint%20Lucia%20First/Saint%20Lucia%20First%20NDC%20(Updated%20submission).pdf"">Saint Lucia First NDC (Updated submission)</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Senegal%20First/CDNSenegal%20approuv%C3%A9e-pdf-.pdf"">Senegal First NDC (Updated submission)</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Singapore%20First/Singapore%27s%20Update%20of%201st%20NDC.pdf"">NDC registry</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Slovakia%20First/EU_NDC_Submission_December%202020.pdf"">EU Updated First NDC (Slovakia)</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Slovenia%20First/EU_NDC_Submission_December%202020.pdf"">EU Updated First NDC (Slovenia)</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Spain%20First/EU_NDC_Submission_December%202020.pdf"">EU Updated First NDC (Spain)</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Suriname%20Second/Suriname%20Second%20NDC.pdf"">NDC registry</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Sweden%20First/EU_NDC_Submission_December%202020.pdf"">EU Updated First NDC (Sweden)</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Switzerland%20First/Switzerland_Full%20NDC%20Communication%202021-2030%20incl%20ICTU.pdf"">Switzerland's Revised First NDC</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Thailand%20First/Thailand%20Updated%20NDC.pdf"">NDC registry</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/The%20Republic%20of%20North%20Macedonia%20First/Macedonian%20enhanced%20NDC%20(002).pdf"">The Republic of North Macedonia First NDC (Updated submission)</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Tonga%20Second/Tonga's%20Second%20NDC.pdf"">NDC Registry</a>; <a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Tonga%20Second/Tonga%20NDC%20Review%20Report.pdf"">Addendum</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/United%20Arab%20Emirates%20Second/UAE%20Second%20NDC%20-%20UNFCCC%20Submission%20-%20English%20-%20FINAL.pdf"">UAE Second NDC</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/United%20Kingdom%20of%20Great%20Britain%20and%20Northern%20Ireland%20First/UK%20Nationally%20Determined%20Contribution.pdf"">United Kingdon of Great Britain and Northern Ireland's Updated First NDC</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/United%20States%20of%20America%20First/United%20States%20NDC%20April%2021%202021%20Final.pdf"">USA First NDC (After rejoining the Paris Agreement)</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Vanuatu%20First/Vanuatu%E2%80%99s%20First%20Nationally%20Determined%20Contribution%20(NDC)%20(Updated%20Submission%202020).pdf"">Vanuatu First NDC (Updated Submission)</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Viet%20Nam%20First/Viet%20Nam_NDC_2020_Eng.pdf"">NDC registry</a>",1
"Overview","Source Link","<a href=""https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Zambia%20First/Zambia_Provisional_Updated_NDC_2020.pdf"">Zambia First NDC (Updated provisional submission)</a>",1
