"global_category","indicator_name","value","count"
"Sectoral Information","Emission reduction potential","see marginal abatement cost curve",32
"Sectoral Information","Emission reduction potential","0.035 MtCO2e",4
"Sectoral Information","Emission reduction potential","0.205 MtCO2e",4
"Sectoral Information","Emission reduction potential","High emission reduction potential.",3
"Sectoral Information","Emission reduction potential","-0.0027 MtCO2e",2
"Sectoral Information","Emission reduction potential","-0.24",2
"Sectoral Information","Emission reduction potential","-1000ktCO2e/yr",2
"Sectoral Information","Emission reduction potential","-250ktCO2e/year<br>≥¥1500ktCO2e/country<br>-1000ktCO2e/year<br>-2500 ktCO2e/yr",2
"Sectoral Information","Emission reduction potential","-250ktCO2e/yr",2
"Sectoral Information","Emission reduction potential","-500ktCO2e/yr",2
"Sectoral Information","Emission reduction potential","-80% to -100% compared to BAU",2
"Sectoral Information","Emission reduction potential","""The contribution is estimated to prevent the emissions of one million tons CO2eq. annually.""",2
"Sectoral Information","Emission reduction potential","(-9) MtCO2e unconditional; (-16) MtCO2e conditional",2
"Sectoral Information","Emission reduction potential","0 to 0.8 MtCO2e",2
"Sectoral Information","Emission reduction potential","0.0031 MtCO2eq per annum in 2020 conditional target | 0.0012 MtCO2eq per annum in 2020 inconditional target",2
"Sectoral Information","Emission reduction potential","0.03 MtCO2e",2
"Sectoral Information","Emission reduction potential","0.033 MtCO2eq",2
"Sectoral Information","Emission reduction potential","0.051 MtCO2e",2
"Sectoral Information","Emission reduction potential","0.063 MtCO2eq by 2020",2
"Sectoral Information","Emission reduction potential","0.082 MtCO2 e/a from 100 schools in pilot",2
"Sectoral Information","Emission reduction potential","0.1 MtCO2e",2
"Sectoral Information","Emission reduction potential","0.15 MtCO2e",2
"Sectoral Information","Emission reduction potential","0.157 MtCO2e per year",2
"Sectoral Information","Emission reduction potential","0.158 MtCO2eq",2
"Sectoral Information","Emission reduction potential","0.179MtCO2eq",2
"Sectoral Information","Emission reduction potential","0.18 MtCO2e",2
"Sectoral Information","Emission reduction potential","0.201 MtCO2e",2
"Sectoral Information","Emission reduction potential","0.202 MtCO2eq",2
"Sectoral Information","Emission reduction potential","0.25",2
"Sectoral Information","Emission reduction potential","0.341MtCO2eq",2
"Sectoral Information","Emission reduction potential","0.358 MtCO2e",2
"Sectoral Information","Emission reduction potential","0.36GgCO2e<br>1.71GgCO2e<br>2.92 GgCO2e",2
"Sectoral Information","Emission reduction potential","0.4 MtCO2e by 2030",2
"Sectoral Information","Emission reduction potential","0.43 MtCO2 per year",2
"Sectoral Information","Emission reduction potential","0.51 MtCO2e",2
"Sectoral Information","Emission reduction potential","0.57 MtCO2e",2
"Sectoral Information","Emission reduction potential","0.578 MtCO2e",2
"Sectoral Information","Emission reduction potential","0.6 MtCO2e/year",2
"Sectoral Information","Emission reduction potential","0.74 MtCO2e",2
"Sectoral Information","Emission reduction potential","0.75 MtCO2e/year",2
"Sectoral Information","Emission reduction potential","0.86GgCO2e<br>0.24 GgCO2e",2
"Sectoral Information","Emission reduction potential","0.94 MtCO2e",2
"Sectoral Information","Emission reduction potential","1.229 MtCO2e",2
"Sectoral Information","Emission reduction potential","1.26 MtCO2e",2
"Sectoral Information","Emission reduction potential","1.278MtCO2eq",2
"Sectoral Information","Emission reduction potential","1.301 MtCO2e",2
"Sectoral Information","Emission reduction potential","1.359 MtCO2e",2
"Sectoral Information","Emission reduction potential","1.5 million GgCO2eq (2010-2025)",2
"Sectoral Information","Emission reduction potential","1.5 MtCO2e by 2030",2
"Sectoral Information","Emission reduction potential","1.529 MtCO2e per year(Central I); 3.282 MtCO2e per year(Second)",2
"Sectoral Information","Emission reduction potential","1.779 MtCO2e",2
"Sectoral Information","Emission reduction potential","10 MtCO2e",2
"Sectoral Information","Emission reduction potential","100 kt CO2e",2
"Sectoral Information","Emission reduction potential","102 MtCO2e",2
"Sectoral Information","Emission reduction potential","11 GgCO2e",2
"Sectoral Information","Emission reduction potential","11.780 tCO2eq in 2025 (16% of 2025 projected inventory) | 12,550 tCO2eq (16% of 2030 projected inventory)",2
"Sectoral Information","Emission reduction potential","1100 tCO2eq in 2025 (1.5% of 2025 projected inventory); 1100 tCO2eq (1.4% of 2030 projected inventory)",2
"Sectoral Information","Emission reduction potential","12 GgCO2e",2
