"global_category","indicator_name","value","count"
"Overview","Limiting global temperature increase","Not mentioning global effort to limit global temperature increase to 2°C or 1.5°C",165
"Overview","Limiting global temperature increase","Mentioning global effort to limit global temperature increase to 2°C",99
"Overview","Limiting global temperature increase","Mentioning global effort to limit global temperature increase to 1.5°C",29
"Overview","Limiting global temperature increase","#N/A",28
"Overview","Limiting global temperature increase","NDC claims to be consistent with 2°C limit",25
"Overview","Limiting global temperature increase","NDC claims to be consistent with 1.5°C limit",17
"Overview","Limiting global temperature increase","Mentioning global effort to limit global temperature increase to 1.5°C (and 2°C)",16
"Overview","Limiting global temperature increase","Mentioning global effort to limit global temperature increase to 2¬∞C",1
"Overview","Limiting global temperature increase","No Document Submitted",1
