"global_category","indicator_name","value","count"
"Sectoral Information","Estimated costs for implementation (conditional)","258",1
"Sectoral Information","Estimated costs for implementation (conditional)","30 Million USD",1
"Sectoral Information","Estimated costs for implementation (conditional)","310",1
"Sectoral Information","Estimated costs for implementation (conditional)","3500",1
"Sectoral Information","Estimated costs for implementation (conditional)","50% of US$0.04 bln",1
"Sectoral Information","Estimated costs for implementation (conditional)","500 Million USD",1
"Sectoral Information","Estimated costs for implementation (conditional)","565",1
"Sectoral Information","Estimated costs for implementation (conditional)","573",1
"Sectoral Information","Estimated costs for implementation (conditional)","6",1
"Sectoral Information","Estimated costs for implementation (conditional)","620",1
"Sectoral Information","Estimated costs for implementation (conditional)","628<br>527<br>280<br>47<br>177<br>573<br>25<br>112<br>88",1
"Sectoral Information","Estimated costs for implementation (conditional)","63",1
"Sectoral Information","Estimated costs for implementation (conditional)","65 Million USD",1
"Sectoral Information","Estimated costs for implementation (conditional)","650",1
"Sectoral Information","Estimated costs for implementation (conditional)","7.2",1
"Sectoral Information","Estimated costs for implementation (conditional)","72",1
"Sectoral Information","Estimated costs for implementation (conditional)","720 Million USD",1
"Sectoral Information","Estimated costs for implementation (conditional)","76.8 mn",1
"Sectoral Information","Estimated costs for implementation (conditional)","76.8 mn<br>76.8 mn",1
"Sectoral Information","Estimated costs for implementation (conditional)","9000<br>945<br>2020",1
"Sectoral Information","Estimated costs for implementation (conditional)","additional 30% of urban solid waste generated placed in final disposal sites with this technology.",1
"Sectoral Information","Estimated costs for implementation (conditional)","additional 6% of tourist accommodation services",1
"Sectoral Information","Estimated costs for implementation (conditional)","Long-term credit support: $ 95 million; donations: $ 10 million for the establishment of the program's MRV system and capacity building",1
"Sectoral Information","Estimated costs for implementation (conditional)","US$ 3.74 billion",1
"Sectoral Information","Estimated costs for implementation (conditional)","US$0.189-1.377 billion",1
