"global_category","indicator_name","value","count","n/a","-14.897","0.194","-0.4417","-130","-2.7","-33.0761","-5.4983","0.03588","0.03842","0.057","0.1225","0.188","103","13.7663","145","23","23.85","3.1","30","33.4","38","53.4","-49.49 MtCO2e (cumulative 2021-2030)","0.037","64.5","GlobalScore"
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","n/a",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","-14.897",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","0.194",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","-0.4417",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","-130",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","-2.7",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","-33.0761",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","-5.4983",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","0.03588",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","0.03842",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","0.057",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","0.1225",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","0.188",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","103",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","13.7663",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","145",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","23",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","23.85",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","3.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","30",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","33.4",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","38",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","53.4",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","-49.49 MtCO2e (cumulative 2021-2030)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","0.037",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Mitigation","Absolute emission reduction compared to baseline (MtCO2eq)","64.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
